,report,meta_info,href,category,sending_time
1287,Waste land,"16:46, 4 Dec 2017, last updated 08:51, 17 Dec 2019",https://www.fixmystreet.com/report/1156099,"Reported via Android in the Car parking category anonymously at 16:46, Mon  4 December 2017",Sent to Glasgow City Council 4 minutes later
1288,Car park,"16:52, 4 Dec 2017, last updated 10:11, 27 Mar 2018",https://www.fixmystreet.com/report/1156160,"Reported via Android in the Car parking category anonymously at 16:52, Mon  4 December 2017",Sent to Glasgow City Council 3 minutes later
1289,No light for 4weeks .some time one come on often both off,"16:58, 4 Dec 2017, last updated 17:33, 1 Jan 2018",https://www.fixmystreet.com/report/1156166,"Reported in the Street lighting category by Zulfiqar Ahmed malik at 16:58, Mon  4 December 2017",Sent to Glasgow City Council 2 minutes later
1290,Street light not working,"18:45, 4 Dec 2017, last updated 22:22, 29 Jan 2018",https://www.fixmystreet.com/report/1156223,"Reported via Android in the Street lighting category anonymously at 18:45, Mon  4 December 2017",Sent to Glasgow City Council 4 minutes later
1291,Numerous Street lights not working,"Fixed 02:53, 5 Dec 2017, last updated 05:32, 30 Jan 2018",https://www.fixmystreet.com/report/1156347,"Reported via iOS in the Street lighting category anonymously at 02:53, Tue  5 December 2017",Sent to Glasgow City Council 2 minutes later
1292,Bins overflowing - rubbish and used litter/dog waste lying in street,"09:03, 5 Dec 2017",https://www.fixmystreet.com/report/1156422,"Reported in the Rubbish (refuse and recycling) category anonymously at 09:03, Tue  5 December 2017",Sent to Glasgow City Council 1 minute later
1293,"Graffiti Archway under bridge of sighs at Necropolis , Wishart Street g31 2ga","Fixed 17:15, 5 Dec 2017, last updated 11:45, 3 Jan 2018",https://www.fixmystreet.com/report/1156893,"Reported in the Graffiti category anonymously at 17:15, Tue  5 December 2017",Sent to Glasgow City Council 5 minutes later
1294,Street light out,"19:13, 5 Dec 2017, last updated 14:56, 27 Apr 2018",https://www.fixmystreet.com/report/1156979,"Reported in the Street lighting category anonymously at 19:13, Tue  5 December 2017",Sent to Glasgow City Council 2 minutes later
1295,Street light not working,"07:35, 6 Dec 2017",https://www.fixmystreet.com/report/1157114,"Reported via Android in the Street lighting category anonymously at 07:35, Wed  6 December 2017",Sent to Glasgow City Council 5 minutes later
1296,No street light at 282 Haymarket street,"Fixed 19:20, 6 Dec 2017, last updated 14:41, 11 Jan 2018",https://www.fixmystreet.com/report/1157584,"Reported in the Street lighting category by Norman McLeod at 19:20, Wed  6 December 2017",Sent to Glasgow City Council 5 minutes later
1297,Two Large potholes,"23:33, 6 Dec 2017, last updated 04:19, 6 Jan 2018",https://www.fixmystreet.com/report/1157723,"Reported in the Potholes category anonymously at 23:33, Wed  6 December 2017",Sent to Glasgow City Council 2 minutes later
1298,"Non-permitted car parking on private proper for more than one day, stopping those that are permitted to park there from doing so (Matalan staff)","13:26, 7 Dec 2017",https://www.fixmystreet.com/report/1157986,"Reported in the Car parking category by Matalan Jamaica Street at 13:26, Thu  7 December 2017",Sent to Glasgow City Council 3 minutes later
1299,A 26th Nitshill Rd. More deep potholes,"Fixed 15:00, 7 Dec 2017, last updated 18:56, 22 Jun 2018",https://www.fixmystreet.com/report/1158081,"Reported in the Potholes category anonymously at 15:00, Thu  7 December 2017",Sent to Glasgow City Council 4 minutes later
0,Corkerhill Rd.lot of potholes,"15:03, 7 Dec 2017, last updated 09:26, 2 Mar 2018",https://www.fixmystreet.com/report/1158085,"Reported in the Potholes category anonymously at 15:03, Thu  7 December 2017",Sent to Glasgow City Council 1 minute later
1,Most lights in the crescent are not working,"17:18, 7 Dec 2017, last updated 10:57, 2 Feb 2018",https://www.fixmystreet.com/report/1158160,"Reported in the Street lighting category anonymously at 17:18, Thu  7 December 2017",Sent to Glasgow City Council 1 minute later
2,Street Lamp Out,"23:40, 7 Dec 2017, last updated 00:03, 5 Jan 2018",https://www.fixmystreet.com/report/1158289,"Reported via Android in the Street lighting category anonymously at 23:40, Thu  7 December 2017",Sent to Glasgow City Council 4 minutes later
3,Brown bins not collected,"Fixed 19:45, 8 Dec 2017, last updated 12:00, 6 Jan 2018",https://www.fixmystreet.com/report/1158666,"Reported via Android in the Rubbish (refuse and recycling) category anonymously at 19:45, Fri  8 December 2017",Sent to Glasgow City Council 5 minutes later
4,Lights out,"20:51, 8 Dec 2017, last updated 19:04, 26 May 2018",https://www.fixmystreet.com/report/1158680,"Reported in the Street lighting category anonymously at 20:51, Fri  8 December 2017",Sent to Glasgow City Council 3 minutes later
5,Large Pot Hole At Junction Of Temple 1 Gardens And Crow Road,"22:56, 8 Dec 2017, last updated 16:29, 5 Mar 2018",https://www.fixmystreet.com/report/1158706,"Reported in the Potholes category by Clive Mckellar at 22:56, Fri  8 December 2017",Sent to Glasgow City Council 3 minutes later
6,Car parking at a junction,"15:14, 9 Dec 2017",https://www.fixmystreet.com/report/1158882,"Reported in the Car parking category anonymously at 15:14, Sat  9 December 2017",Sent to Glasgow City Council 1 minute later
7,4 consecutive St lights not working,"20:23, 9 Dec 2017",https://www.fixmystreet.com/report/1158987,"Reported in the Street lighting category anonymously at 20:23, Sat  9 December 2017",Sent to Glasgow City Council 2 minutes later
8,Street light doesn't work,"Fixed 20:20, 10 Dec 2017, last updated 13:06, 5 Feb 2018",https://www.fixmystreet.com/report/1159308,"Reported via Android in the Street lighting category anonymously at 20:20, Sun 10 December 2017",Sent to Glasgow City Council 5 minutes later
9,Street light doesn't work,"20:21, 10 Dec 2017",https://www.fixmystreet.com/report/1159310,"Reported via Android in the Street lighting category anonymously at 20:21, Sun 10 December 2017",Sent to Glasgow City Council 3 minutes later
10,Street light doesn't come on,"20:23, 10 Dec 2017",https://www.fixmystreet.com/report/1159312,"Reported via Android in the Street lighting category anonymously at 20:23, Sun 10 December 2017",Sent to Glasgow City Council 2 minutes later
11,Street light doesn't come on,"20:24, 10 Dec 2017",https://www.fixmystreet.com/report/1159316,"Reported via Android in the Street lighting category anonymously at 20:24, Sun 10 December 2017",Sent to Glasgow City Council less than a minute later
12,2 street lights not in operation,"20:50, 10 Dec 2017, last updated 22:21, 7 Jan 2018",https://www.fixmystreet.com/report/1159328,"Reported in the Street lighting category by Anne Bradley at 20:50, Sun 10 December 2017",Sent to Glasgow City Council 9 minutes later
13,Street light doesn't work,"Fixed 22:00, 10 Dec 2017, last updated 13:06, 5 Feb 2018",https://www.fixmystreet.com/report/1159350,"Reported via Android in the Street lighting category anonymously at 22:00, Sun 10 December 2017",Sent to Glasgow City Council 11 minutes later
14,Drainage problem from grass banking onto pavement,"23:22, 10 Dec 2017, last updated 12:11, 5 Feb 2018",https://www.fixmystreet.com/report/1159408,"Reported in the Pavements/footpaths category anonymously at 23:22, Sun 10 December 2017",Sent to Glasgow City Council 3 minutes later
15,Taxi revs it’s engine most nights around midnight,"00:16, 11 Dec 2017",https://www.fixmystreet.com/report/1159414,"Reported by Jessie Hoyle at 00:16, Mon 11 December 2017",Sent to Glasgow City Council 3 minutes later
16,Cushion type speed bump,"12:03, 11 Dec 2017",https://www.fixmystreet.com/report/1159642,"Reported anonymously at 12:03, Mon 11 December 2017",Sent to Glasgow City Council 3 minutes later
17,Pothole at speed bump,"16:57, 11 Dec 2017",https://www.fixmystreet.com/report/1159813,"Reported in the Potholes category anonymously at 16:57, Mon 11 December 2017",Sent to Glasgow City Council 2 minutes later
18,Streetlight out outside 28 Monreith Road,"17:37, 11 Dec 2017",https://www.fixmystreet.com/report/1159817,"Reported in the Street lighting category anonymously at 17:37, Mon 11 December 2017",Sent to Glasgow City Council 3 minutes later
19,Light out on Coplaw Street,"10:44, 12 Dec 2017, last updated 10:12, 15 Jan 2018",https://www.fixmystreet.com/report/1160191,"Reported in the Street lighting category anonymously at 10:44, Tue 12 December 2017",Sent to Glasgow City Council 1 minute later
20,Street light out,"10:46, 12 Dec 2017, last updated 10:12, 15 Jan 2018",https://www.fixmystreet.com/report/1160196,"Reported in the Street lighting category anonymously at 10:46, Tue 12 December 2017",Sent to Glasgow City Council 4 minutes later
21,Large Pothole,"12:06, 12 Dec 2017",https://www.fixmystreet.com/report/1160242,"Reported in the Roads/highways category anonymously at 12:06, Tue 12 December 2017",Sent to Glasgow City Council 9 minutes later
22,Dumping rubbish in lane by same person,"10:24, 13 Dec 2017",https://www.fixmystreet.com/report/1160782,"Reported in the Flytipping category anonymously at 10:24, Wed 13 December 2017",Sent to Glasgow City Council 1 minute later
23,Street lamps lights need to be replaced. As a woman walking home in the dark I question safety.,"11:29, 13 Dec 2017, last updated 12:01, 10 Jan 2018",https://www.fixmystreet.com/report/1160646,"Reported in the Street lighting category by Sabra Akram at 11:29, Wed 13 December 2017",Sent to Glasgow City Council 1 minute later
24,Water under pavement,"Fixed 13:57, 13 Dec 2017, last updated 19:01, 7 Mar 2018",https://www.fixmystreet.com/report/1160929,"Reported via iOS in the Pavements/footpaths category by Scott Laing at 13:57, Wed 13 December 2017",Sent to Glasgow City Council 2 minutes later
25,Large Pothole in Clyde Tunnel Southbound Left hand Lane,"20:12, 13 Dec 2017",https://www.fixmystreet.com/report/1161112,"Reported in the Potholes category anonymously at 20:12, Wed 13 December 2017",Sent to Glasgow City Council 2 minutes later
26,Large Long Rut in road in Tunnel Right hand lane .,"20:20, 13 Dec 2017",https://www.fixmystreet.com/report/1161116,"Reported in the Potholes category anonymously at 20:20, Wed 13 December 2017",Sent to Glasgow City Council 5 minutes later
27,What a dump,"09:26, 14 Dec 2017",https://www.fixmystreet.com/report/1161127,"Reported via Android in the Rubbish (refuse and recycling) category anonymously at 09:26, Thu 14 December 2017",Sent to Glasgow City Council 4 minutes later
28,Shamefull,"09:26, 14 Dec 2017",https://www.fixmystreet.com/report/1161126,"Reported via Android in the Rubbish (refuse and recycling) category anonymously at 09:26, Thu 14 December 2017",Sent to Glasgow City Council 4 minutes later
29,Pothole on Arrochar St,"16:01, 14 Dec 2017",https://www.fixmystreet.com/report/1161635,"Reported in the Potholes category anonymously at 16:01, Thu 14 December 2017",Sent to Glasgow City Council 4 minutes later
30,Back court light not working and reported on 30/8/17. Reported again two weeks ago and still not repaired!,"Fixed 17:46, 14 Dec 2017, last updated 22:23, 8 Mar 2018",https://www.fixmystreet.com/report/1161700,"Reported in the Street lighting category anonymously at 17:46, Thu 14 December 2017",Sent to Glasgow City Council 4 minutes later
31,Street light out,"Fixed 22:35, 14 Dec 2017, last updated 16:13, 15 Feb 2019",https://www.fixmystreet.com/report/1161802,"Reported in the Street lighting category anonymously at 22:35, Thu 14 December 2017",Sent to Glasgow City Council 5 minutes later
32,Black ice in estate is very bad & need grit in the yellow bins,"10:34, 15 Dec 2017, last updated 12:24, 12 Jan 2018",https://www.fixmystreet.com/report/1161959,"Reported anonymously at 10:34, Fri 15 December 2017",Sent to Glasgow City Council less than a minute later
33,2 very large potholes at junction Daventry Dr and Gt Western Rd,"14:26, 15 Dec 2017",https://www.fixmystreet.com/report/1162162,"Reported in the Potholes category by Linda Climie at 14:26, Fri 15 December 2017",Sent to Glasgow City Council 3 minutes later
34,Black ice on main pedestrian route to Riverside Museum,"17:48, 15 Dec 2017",https://www.fixmystreet.com/report/1162310,"Reported in the Pavements/footpaths category anonymously at 17:48, Fri 15 December 2017",Sent to Glasgow City Council 2 minutes later
35,Black Ice,"20:40, 15 Dec 2017",https://www.fixmystreet.com/report/1162380,"Reported in the Pavements/footpaths category anonymously at 20:40, Fri 15 December 2017",Sent to Glasgow City Council 4 minutes later
36,Huge hole on the main road at the traffic lights. Damaged our wheel Too dark to take photos,"22:33, 15 Dec 2017, last updated 15:04, 16 Dec 2017",https://www.fixmystreet.com/report/1162402,"Reported in the Potholes category by Henry GOURLEY at 22:33, Fri 15 December 2017",Sent to Glasgow City Council 1 minute later
37,Nasty pothole that burst my front left tire as I couldn't move lane to avoid.,"22:56, 15 Dec 2017",https://www.fixmystreet.com/report/1162404,"Reported in the Potholes category anonymously at 22:56, Fri 15 December 2017",Sent to Glasgow City Council 3 minutes later
38,16 inch by 16 inch pothole 20 inch deep,"Fixed 00:04, 16 Dec 2017, last updated 20:22, 13 Jan 2018",https://www.fixmystreet.com/report/1162413,"Reported in the Potholes category anonymously at 00:04, Sat 16 December 2017",Sent to Glasgow City Council 1 minute later
39,"Black ICE in front of Nursery - Pedestrian and Cyclist falling, Cars trouble to brake","10:06, 16 Dec 2017",https://www.fixmystreet.com/report/1162479,"Reported by Christian Witte at 10:06, Sat 16 December 2017",Sent to Glasgow City Council 4 minutes later
40,Sunken manhole cover causing huge pothole,"15:27, 16 Dec 2017",https://www.fixmystreet.com/report/1162649,"Reported in the Potholes category by Iain Purdie at 15:27, Sat 16 December 2017",Sent to Glasgow City Council 3 minutes later
41,Darnley rd 1 of 2 large deep unavoidable potholes,"16:14, 16 Dec 2017, last updated 19:06, 13 Jan 2018",https://www.fixmystreet.com/report/1162670,"Reported via iOS in the Potholes category anonymously at 16:14, Sat 16 December 2017",Sent to Glasgow City Council 1 minute later
42,2 of 2 large deep unavoidable potholes heading west on Darnley rd near kerb side.,"16:14, 16 Dec 2017, last updated 19:09, 13 Jan 2018",https://www.fixmystreet.com/report/1162671,"Reported via iOS in the Potholes category anonymously at 16:14, Sat 16 December 2017",Sent to Glasgow City Council 1 minute later
43,Three cars abandoned,"11:44, 17 Dec 2017, last updated 14:37, 11 Feb 2018",https://www.fixmystreet.com/report/1162924,"Reported via iOS in the Abandoned vehicles category by Derek graham at 11:44, Sun 17 December 2017",Sent to Glasgow City Council less than a minute later
44,Beds,"12:27, 17 Dec 2017, last updated 14:39, 11 Feb 2018",https://www.fixmystreet.com/report/1162922,"Reported via iOS in the Rubbish (refuse and recycling) category by Derek graham at 12:27, Sun 17 December 2017",Sent to Glasgow City Council 2 minutes later
45,16 inch by 16 inch pot hole 20 inches deep out side house number 28,"Fixed 09:05, 18 Dec 2017, last updated 10:03, 15 Jan 2018",https://www.fixmystreet.com/report/1162410,"Reported in the Potholes category anonymously at 09:05, Mon 18 December 2017",Sent to Glasgow City Council 5 minutes later
46,Height warning signs on underpass,"10:06, 18 Dec 2017, last updated 10:09, 15 Feb 2018",https://www.fixmystreet.com/report/1163403,"Reported in the Road traffic signs category by phillip leonard at 10:06, Mon 18 December 2017",Sent to Glasgow City Council 4 minutes later
47,Glasgow city council bin lorry parked on pavement,"10:48, 18 Dec 2017",https://www.fixmystreet.com/report/1163448,"Reported anonymously at 10:48, Mon 18 December 2017",Sent to Glasgow City Council 2 minutes later
48,New crossing at post office a hazard for wheelchair users,"14:57, 18 Dec 2017, last updated 14:25, 16 Jan 2018",https://www.fixmystreet.com/report/1163728,"Reported in the Pavements/footpaths category by Stuart Allan at 14:57, Mon 18 December 2017",Sent to Glasgow City Council 2 minutes later
49,Green Bins NOT picked up,"15:28, 18 Dec 2017",https://www.fixmystreet.com/report/1163762,"Reported in the Rubbish (refuse and recycling) category by Anne Bradley at 15:28, Mon 18 December 2017",Sent to Glasgow City Council 2 minutes later
50,No overhead street lighting for almost 2 weeks outside the residence of 168 Killin Street,"Fixed 19:25, 18 Dec 2017, last updated 22:43, 15 Jan 2018",https://www.fixmystreet.com/report/1163942,"Reported in the Street lighting category anonymously at 19:25, Mon 18 December 2017",Sent to Glasgow City Council 4 minutes later
51,Lots of rubbish lying about,"23:54, 18 Dec 2017, last updated 19:27, 16 Jan 2018",https://www.fixmystreet.com/report/1164079,"Reported in the Street cleaning category anonymously at 23:54, Mon 18 December 2017",Sent to Glasgow City Council 1 minute later
52,2 lights out on street,"23:56, 18 Dec 2017, last updated 00:09, 6 Jun 2018",https://www.fixmystreet.com/report/1164081,"Reported in the Street lighting category anonymously at 23:56, Mon 18 December 2017",Sent to Glasgow City Council 4 minutes later
53,Slab causing trip hazard.,"04:49, 19 Dec 2017",https://www.fixmystreet.com/report/1164089,"Reported via iOS in the Pavements/footpaths category by Jennifer mclean at 04:49, Tue 19 December 2017",Sent to Glasgow City Council less than a minute later
54,Smashed bus shelter - what are Police doing ?,"15:58, 19 Dec 2017",https://www.fixmystreet.com/report/1164610,"Reported via Android in the Bus stops category by Tony Cassidy at 15:58, Tue 19 December 2017",Sent to Glasgow City Council 1 minute later
55,Road sign not appropriate for road lyout,"09:48, 20 Dec 2017",https://www.fixmystreet.com/report/1165031,"Reported in the Road traffic signs category by Ross Armstrong at 09:48, Wed 20 December 2017",Sent to Glasgow City Council 2 minutes later
56,Very large potholes on the road,"12:20, 20 Dec 2017",https://www.fixmystreet.com/report/1165153,"Reported in the Potholes category by Sarah Holms at 12:20, Wed 20 December 2017",Sent to Glasgow City Council 5 minutes later
57,There are a cluster of potholes as you turn left from Kilmarnock Road on to Nether Auldhouse Road which are difficult to avoid. A little further down the same road there are another cluster of potholes which again can be difficult to avoid if traffic is busy in both directions.,"15:00, 20 Dec 2017, last updated 10:19, 15 Feb 2018",https://www.fixmystreet.com/report/1165305,"Reported in the Potholes category anonymously at 15:00, Wed 20 December 2017",Sent to Glasgow City Council 5 minutes later
58,Rubbish Dumped,"Fixed 16:24, 20 Dec 2017, last updated 18:48, 17 Jan 2018",https://www.fixmystreet.com/report/1165397,"Reported via Android in the Flytipping category anonymously at 16:24, Wed 20 December 2017",Sent to Glasgow City Council less than a minute later
59,So many potholes along centre of the road and one to hit with driver side wheels,"04:52, 21 Dec 2017, last updated 06:01, 18 Jan 2018",https://www.fixmystreet.com/report/1165687,"Reported in the Potholes category by John Chapman at 04:52, Thu 21 December 2017",Sent to Glasgow City Council 2 minutes later
60,Several street lights out,"07:54, 21 Dec 2017",https://www.fixmystreet.com/report/1165702,"Reported in the Street lighting category anonymously at 07:54, Thu 21 December 2017",Sent to Glasgow City Council 1 minute later
61,No MOT or Tax,"Fixed 15:13, 21 Dec 2017, last updated 15:39, 18 Jan 2018",https://www.fixmystreet.com/report/1166045,"Reported anonymously at 15:13, Thu 21 December 2017",Sent to Glasgow City Council 2 minutes later
62,Bad ditch in road... Pothole,"19:21, 21 Dec 2017, last updated 07:38, 21 Jan 2018",https://www.fixmystreet.com/report/1166196,"Reported in the Potholes category by John Chapman at 19:21, Thu 21 December 2017",Sent to Glasgow City Council 4 minutes later
63,Street light R29 not working,"21:55, 21 Dec 2017, last updated 18:49, 25 Jan 2018",https://www.fixmystreet.com/report/1166249,"Reported in the Street lighting category by D. Hardie at 21:55, Thu 21 December 2017",Sent to Glasgow City Council 5 minutes later
64,Street light R1 and outside no. 21 not working,"22:00, 21 Dec 2017, last updated 18:48, 25 Jan 2018",https://www.fixmystreet.com/report/1166251,"Reported in the Street lighting category by D. Hardie at 22:00, Thu 21 December 2017",Sent to Glasgow City Council 5 minutes later
65,Large Pothole,"09:02, 22 Dec 2017",https://www.fixmystreet.com/report/1166334,"Reported in the Potholes category anonymously at 09:02, Fri 22 December 2017",Sent to Glasgow City Council 3 minutes later
66,"Domestic rubbish blowing over from unemptied overfilled wheelie bins, fly tipping house hold items, gardens filled with rubbish","12:46, 22 Dec 2017, last updated 06:37, 16 Jul 2018",https://www.fixmystreet.com/report/1166530,"Reported in the Flytipping category anonymously at 12:46, Fri 22 December 2017",Sent to Glasgow City Council 4 minutes later
67,Smashed Bus Shelter,"19:33, 22 Dec 2017",https://www.fixmystreet.com/report/1166781,"Reported via Android in the Bus stops category by Tony Cassidy at 19:33, Fri 22 December 2017",Sent to Glasgow City Council 1 minute later
68,Dog fouling .,"13:39, 23 Dec 2017",https://www.fixmystreet.com/report/1167022,"Reported in the Dog fouling category by Allan M. Jones at 13:39, Sat 23 December 2017","Sent to Glasgow City Council 10 hours, 4 minutes later"
69,Street Lighting Timer all wrong during darkness,"16:31, 23 Dec 2017",https://www.fixmystreet.com/report/1167115,"Reported via iOS in the Street lighting category anonymously at 16:31, Sat 23 December 2017","Sent to Glasgow City Council 7 hours, 14 minutes later"
70,Serious Case of Illegal Fly Tipping,"Fixed 17:56, 23 Dec 2017, last updated 16:11, 21 Jan 2018",https://www.fixmystreet.com/report/1167146,"Reported in the Flytipping category by Sandy Workman at 17:56, Sat 23 December 2017","Sent to Glasgow City Council 5 hours, 50 minutes later"
71,BT manhole cover damaged,"18:26, 23 Dec 2017",https://www.fixmystreet.com/report/1167151,"Reported via Android in the Pavements/footpaths category by Tony Cassidy at 18:26, Sat 23 December 2017","Sent to Glasgow City Council 5 hours, 21 minutes later"
72,Uneven road surfaces causing vibrations in flat when double-decker buses drive past,"10:21, 24 Dec 2017, last updated 18:06, 21 Jan 2018",https://www.fixmystreet.com/report/1167266,"Reported in the Roads/highways category anonymously at 10:21, Sun 24 December 2017",Sent to Glasgow City Council 4 minutes later
73,Car Parked fully on pavement,"11:12, 24 Dec 2017",https://www.fixmystreet.com/report/1167283,"Reported anonymously at 11:12, Sun 24 December 2017",Sent to Glasgow City Council 2 minutes later
74,Pothole in filter lane coming off Seaward St heading along Scotland St,"17:05, 24 Dec 2017, last updated 17:34, 21 Jan 2018",https://www.fixmystreet.com/report/1167408,"Reported in the Potholes category anonymously at 17:05, Sun 24 December 2017",Sent to Glasgow City Council 5 minutes later
75,4 abandoned advertising trailers,"Fixed 15:07, 25 Dec 2017, last updated 17:28, 22 Jan 2018",https://www.fixmystreet.com/report/1167527,"Reported in the Abandoned vehicles category anonymously at 15:07, Mon 25 December 2017",Sent to Glasgow City Council 3 minutes later
76,"Several pot holes, very hazardous road erosion","00:01, 27 Dec 2017",https://www.fixmystreet.com/report/1167997,"Reported in the Potholes category anonymously at 00:01, Wed 27 December 2017",Sent to Glasgow City Council 4 minutes later
77,Pot hole Kennishead rd at junct Kennishead pl,"09:23, 27 Dec 2017",https://www.fixmystreet.com/report/1168050,"Reported via iOS in the Potholes category anonymously at 09:23, Wed 27 December 2017",Sent to Glasgow City Council 2 minutes later
78,Potholes Kennishead rd junct Glen Moriston,"09:29, 27 Dec 2017",https://www.fixmystreet.com/report/1168052,"Reported via iOS in the Potholes category anonymously at 09:29, Wed 27 December 2017",Sent to Glasgow City Council 4 minutes later
79,B773 Darley rd 1 of 2 potholes,"09:38, 27 Dec 2017",https://www.fixmystreet.com/report/1168060,"Reported via iOS in the Potholes category anonymously at 09:38, Wed 27 December 2017",Sent to Glasgow City Council 2 minutes later
80,2 of 2 pothole on Darley Rd,"09:41, 27 Dec 2017",https://www.fixmystreet.com/report/1168062,"Reported via iOS in the Potholes category anonymously at 09:41, Wed 27 December 2017",Sent to Glasgow City Council 4 minutes later
81,B773 heading toward Kennishead rd,"09:49, 27 Dec 2017",https://www.fixmystreet.com/report/1168069,"Reported via iOS in the Potholes category anonymously at 09:49, Wed 27 December 2017",Sent to Glasgow City Council 2 minutes later
82,2 street lights out,"Fixed 20:21, 27 Dec 2017, last updated 22:00, 24 Jan 2018",https://www.fixmystreet.com/report/1168559,"Reported in the Street lighting category by Jennifer Dawson at 20:21, Wed 27 December 2017",Sent to Glasgow City Council 3 minutes later
83,Commercial waste constantly blocking pavement,"10:56, 28 Dec 2017",https://www.fixmystreet.com/report/1168773,"Reported in the Rubbish (refuse and recycling) category anonymously at 10:56, Thu 28 December 2017",Sent to Glasgow City Council 4 minutes later
84,Constant double parking. I have phoned the council and still nothing gets done about it.,"14:19, 28 Dec 2017",https://www.fixmystreet.com/report/1168904,"Reported in the Car parking category anonymously at 14:19, Thu 28 December 2017",Sent to Glasgow City Council less than a minute later
85,Street light out,"Fixed 16:55, 28 Dec 2017, last updated 18:43, 25 Jan 2018",https://www.fixmystreet.com/report/1169062,"Reported in the Street lighting category anonymously at 16:55, Thu 28 December 2017",Sent to Glasgow City Council 5 minutes later
86,Lane at Daldowie Doocot Blocked by tree Dangerous!!,"17:30, 28 Dec 2017",https://www.fixmystreet.com/report/1169087,"Reported in the Pavements/footpaths category by Michael Creechan at 17:30, Thu 28 December 2017",Sent to Glasgow City Council 4 minutes later
87,Pothole,"08:26, 29 Dec 2017",https://www.fixmystreet.com/report/1169279,"Reported via iOS in the Potholes category anonymously at 08:26, Fri 29 December 2017",Sent to Glasgow City Council 3 minutes later
88,Constant double parking,"14:01, 29 Dec 2017",https://www.fixmystreet.com/report/1169600,"Reported via Android in the Car parking category anonymously at 14:01, Fri 29 December 2017",Sent to Glasgow City Council 4 minutes later
89,Cars parking and causing an obstruction at estate entrance,"17:40, 29 Dec 2017, last updated 18:46, 23 Feb 2018",https://www.fixmystreet.com/report/1169767,"Reported in the Car parking category anonymously at 17:40, Fri 29 December 2017",Sent to Glasgow City Council 5 minutes later
90,Remove bed,"Fixed 15:47, 30 Dec 2017, last updated 16:01, 27 Jan 2018",https://www.fixmystreet.com/report/1170199,"Reported via iOS in the Rubbish (refuse and recycling) category by Derek graham at 15:47, Sat 30 December 2017",Sent to Glasgow City Council 3 minutes later
91,Rubbish,"15:48, 30 Dec 2017, last updated 16:33, 24 Feb 2018",https://www.fixmystreet.com/report/1170201,"Reported via iOS in the Flytipping category by Derek graham at 15:48, Sat 30 December 2017",Sent to Glasgow City Council 1 minute later
92,Street light corner of Cleveden Road and Winton Drive not working for over two weeks.,"19:47, 30 Dec 2017, last updated 23:39, 27 Jan 2018",https://www.fixmystreet.com/report/1170371,"Reported in the Street lighting category by Gill Maxwell at 19:47, Sat 30 December 2017",Sent to Glasgow City Council 3 minutes later
93,Fly tipping,"08:59, 31 Dec 2017, last updated 15:52, 25 Feb 2018",https://www.fixmystreet.com/report/1170461,"Reported in the Flytipping category anonymously at 08:59, Sun 31 December 2017",Sent to Glasgow City Council less than a minute later
94,Numerous Potholes Both sides of Ashfield St,"13:53, 31 Dec 2017",https://www.fixmystreet.com/report/1170635,"Reported in the Potholes category anonymously at 13:53, Sun 31 December 2017",Sent to Glasgow City Council 2 minutes later
95,Need Dog fouling bins and signs,"15:50, 31 Dec 2017, last updated 14:21, 20 Feb 2019",https://www.fixmystreet.com/report/1170701,"Reported in the Dog fouling category by Allan Jones at 15:50, Sun 31 December 2017",Sent to Glasgow City Council 4 minutes later
96,Road regularly blocked by massive flooding,"20:53, 31 Dec 2017, last updated 16:41, 29 Jan 2018",https://www.fixmystreet.com/report/1170857,"Reported in the Roads/highways category by D. Hardie at 20:53, Sun 31 December 2017",Sent to Glasgow City Council 1 minute later
97,Abandoned shopping trolley marks and Spencer’s,"10:53, 2 Jan 2018",https://www.fixmystreet.com/report/1171614,"Reported in the Rubbish (refuse and recycling) category by Stephanie Mills at 10:53, Tue  2 January 2018",Sent to Glasgow City Council 2 minutes later
98,A few large holes in the road,"21:04, 2 Jan 2018",https://www.fixmystreet.com/report/1172275,"Reported in the Potholes category by Robert Pszczolowski at 21:04, Tue  2 January 2018",Sent to Glasgow City Council less than a minute later
99,2 consecutive street lights out,"Fixed 21:21, 2 Jan 2018, last updated 10:25, 31 Jan 2018",https://www.fixmystreet.com/report/1172288,"Reported in the Street lighting category anonymously at 21:21, Tue  2 January 2018",Sent to Glasgow City Council 3 minutes later
100,White van parked in disabled bay for a week,"22:53, 2 Jan 2018",https://www.fixmystreet.com/report/1172351,"Reported in the Car parking category anonymously at 22:53, Tue  2 January 2018",Sent to Glasgow City Council 2 minutes later
101,Pothole and badly broken up road surface on Crookston rd,"10:53, 3 Jan 2018, last updated 11:52, 3 Feb 2018",https://www.fixmystreet.com/report/1172697,"Reported via iOS in the Potholes category anonymously at 10:53, Wed  3 January 2018",Sent to Glasgow City Council 2 minutes later
102,Potholes Dalmelington rd on to Crookston rd,"10:54, 3 Jan 2018",https://www.fixmystreet.com/report/1172700,"Reported via iOS in the Potholes category anonymously at 10:54, Wed  3 January 2018",Sent to Glasgow City Council 1 minute later
103,Large deep pothole on Shieldhall rd heading SE,"11:00, 3 Jan 2018",https://www.fixmystreet.com/report/1172711,"Reported via iOS in the Potholes category anonymously at 11:00, Wed  3 January 2018",Sent to Glasgow City Council 5 minutes later
